								
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA	
	24	5	2009	22:30	Stoke-on-Trent (UK/England)	Reino Unido	Luz
	24	5	2009	22:20	Byron	EEUU	Luz
	24	5	2009	22:00	South Lebanon	EEUU	Luz
	24	5	2009	22:00	Milaca	EEUU	Luz
	24	5	2009	21:55	Olympia	EEUU	Luz
	23	5	2009	22:00	Clarks Summit	EEUU	Luz
	23	5	2009	21:50	Shelton	EEUU	Luz
	23	5	2009	0:16	Cheddar (UK/England)	Reino Unido	Luz
	21	5	2009	23:20	Louisville	EEUU	Luz
	21	5	2009	22:00	Vernon	EEUU	Luz
	20	5	2009	23:00	Pinkney	EEUU	Luz
	19	5	2009	23:12	Greeneville	EEUU	Luz
	19	5	2009	22:30	Alkmaar (Netherlands)	Países Bajos	Luz
	18	5	2009	18:30	Avondale	EEUU	Luz
	18	5	2009	18:00	Phoenix	EEUU	Luz
	18	5	2009	14:23	New Cumberland	EEUU	Luz
	17	5	2009	21:39	Newnan	EEUU	Luz
	17	5	2009	9:57	Oakland	EEUU	Luz
	16	5	2009	20:00	Cascade Locks	EEUU	Luz
	15	5	2009	22:00	Shawnee	EEUU	Luz
	15	5	2009	22:00	Livermore	EEUU	Luz
	15	5	2009	21:50	Gilbert	EEUU	Luz
	15	5	2009	21:05	Santa Barbara	EEUU	Luz
	15	5	2009	20:00	Oak Shores Lake Berryessa	EEUU	Luz
	15	5	2009	4:45	Lehigh	EEUU	Luz
	15	5	2009	3:00	Wabash	EEUU	Luz
	15	5	2009	0:00	Huron	EEUU	Luz
	14	5	2009	22:23	Stanley	EEUU	Luz
	14	5	2009	22:12	Hemet	EEUU	Luz
	13	5	2009	23:30	Paisley (UK/Scotland)	Reino Unido	Luz
	13	5	2009	5:40	Washington	EEUU	Luz
	12	5	2009	23:18	Nantwich (UK/England)	Reino Unido	Luz
	12	5	2009	21:35	Colebrook	EEUU	Luz
	12	5	2009	21:18	New York City (Manhattan)	EEUU	Luz
	12	5	2009	3:30	Morris	EEUU	Luz
	11	5	2009	22:51	Milton (Canada)	Canadá	Luz
	11	5	2009	22:30	Deltona	EEUU	Luz
	10	5	2009	22:02	Quincy	EEUU	Luz
	10	5	2009	21:00	Thibodaux	EEUU	Luz
	10	5	2009	20:20	North Hollywood	EEUU	Luz
	9	5	2009	23:45	Endicott	EEUU	Luz
	9	5	2009	22:30	Lake Stevens	EEUU	Luz
	9	5	2009	21:25	Mansfield Woodhouse (UK/England)	Reino Unido	Luz
	8	5	2009	22:30	Hartsel	EEUU	Luz
	7	5	2009	9:20	Englewood	EEUU	Luz
	7	5	2009	5:30	Edmonton (Canada)	Canadá	Luz
	6	5	2009	22:00	Mohawk Valley Mtns.	EEUU	Luz
	6	5	2009	21:30	Lake Havasu City	EEUU	Luz
	6	5	2009	0:45	Lindstrom	EEUU	Luz
	5	5	2009	21:00	Deltona	EEUU	Luz
	5	5	2009	20:50	Johnsonville	EEUU	Luz
	5	5	2009	19:15	Birdsville (Australia)	Australia	Luz
	2	5	2009	3:30	Ames	EEUU	Luz
	1	5	2009	22:00	Bakersfield	EEUU	Luz
	1	5	2009	19:30	Albuquerque (near)	EEUU	Luz
	29	4	2009	21:00	Burlington	EEUU	Luz
	29	4	2009	20:45	Seattle	EEUU	Luz
	28	4	2009	22:45	Hamlet	EEUU	Luz
	28	4	2009	21:50	Phoenix	EEUU	Luz
	27	4	2009	22:35	Shelbyville (Flat Creek area)	EEUU	Luz
	27	4	2009	21:44	Marshall	EEUU	Luz
	27	4	2009	21:00	Easley	EEUU	Luz
	24	4	2009	23:00	Baker	EEUU	Luz
	24	4	2009	0:12	Richmond	EEUU	Luz
	23	4	2009	21:39	Malton (Canada)	Canadá	Luz
	23	4	2009	21:30	Shepherdsville	EEUU	Luz
	22	4	2009	21:10	Saline	EEUU	Luz
	22	4	2009	5:38	Brookings	EEUU	Luz
	22	4	2009	4:30	Long Beach	EEUU	Luz
	21	4	2009	23:13	St. Pierre Jolys (Canada)	Canadá	Luz
	21	4	2009	21:40	Embarrass	EEUU	Luz
	21	4	2009	5:30	Columbia	EEUU	Luz
	20	4	2009	21:34	Harrington	EEUU	Luz
	20	4	2009	18:30	Grand Blanc	EEUU	Luz
	19	4	2009	22:45	Campbell	EEUU	Luz
	19	4	2009	22:30	Modesto	EEUU	Luz
	19	4	2009	20:40	Sun Valley	EEUU	Luz
	18	4	2009	21:00	Hemet	EEUU	Luz
	17	4	2009	21:37	Kelling (UK/England)	Reino Unido	Luz
	17	4	2009	21:00	Peruibe (Brazil)	Brasil	Luz
	17	4	2009	11:00	Wilhoit	EEUU	Luz
	17	4	2009	6:30	York	EEUU	Luz
	17	4	2009	6:22	Maryville	EEUU	Luz
	16	4	2009	23:10	Newark	EEUU	Luz
	16	4	2009	22:00	Fremont	EEUU	Luz
	15	4	2009	23:00	Richmond	EEUU	Luz
	13	4	2009	23:15	Aubrey	EEUU	Luz
	13	4	2009	22:00	Franklin	EEUU	Luz
	11	4	2009	0:00	Baskerville	EEUU	Luz
	10	4	2009	13:00	Lake Charles	EEUU	Luz
	10	4	2009	5:50	Orlando	EEUU	Luz
	8	4	2009	22:00	Holden Beach	EEUU	Luz
	8	4	2009	5:00	Fort Sumner	EEUU	Luz
	7	4	2009	23:20	Jacksonville Beach	EEUU	Luz
	7	4	2009	21:42	Vero Beach	EEUU	Luz
	6	4	2009	20:00	Kuala Lumpur (Malaysia)	Malaysia	Luz
	6	4	2009	19:50	Peyia, Paphos (Cyprus)	Cyprus	Luz
	6	4	2009	9:15	Nashville	EEUU	Luz
	5	4	2009	20:00	Monmouth Beach	EEUU	Luz
	5	4	2009	1:00	Basingstoke (UK/England)	Reino Unido	Luz
	4	4	2009	23:59	Webster	EEUU	Luz
	4	4	2009	23:45	Santa Rosa	EEUU	Luz
	4	4	2009	22:30	Oceanside	EEUU	Luz
	4	4	2009	22:05	Cincinnati	EEUU	Luz
	4	4	2009	21:00	Flagstaff	EEUU	Luz
	4	4	2009	21:00	Reading (UK/England)	Reino Unido	Luz
	4	4	2009	20:00	St. Augustine	EEUU	Luz
	4	4	2009	0:25	Portsmouth (UK/England)	Reino Unido	Luz
	3	4	2009	13:45	Norfolk	EEUU	Luz
	2	4	2009	22:40	Stockbridge	EEUU	Luz
	31	3	2009	23:00	Fairbanks	EEUU	Luz
	31	3	2009	22:00	Sacramento/Davis	EEUU	Luz
	31	3	2009	19:50	Storrs	EEUU	Luz
	31	3	2009	1:25	Lansing	EEUU	Luz
	30	3	2009	22:00	Truth or Consequences	EEUU	Luz
	29	3	2009	22:00	Norfolk	EEUU	Luz
	29	3	2009	22:00	Astoria	EEUU	Luz
	29	3	2009	21:00	Bloomfield	EEUU	Luz
	29	3	2009	20:00	Wenatchee	EEUU	Luz
	29	3	2009	0:00	Assen (Netherlands)	Países Bajos	Luz
	25	3	2009	20:20	Canmore (Canada)	Canadá	Luz
	25	3	2009	19:37	Payson	EEUU	Luz
	25	3	2009	3:43	La Palma	EEUU	Luz
	24	3	2009	6:00	Johnstown	EEUU	Luz
	23	3	2009	21:20	Southhampton (UK/England)	Reino Unido	Luz
	23	3	2009	8:30	Denver	EEUU	Luz
	22	3	2009	22:30	Manchester (UK/England)	Reino Unido	Luz
	21	3	2009	20:00	Hillsboro	EEUU	Luz
	21	3	2009	12:00	Newark	EEUU	Luz
	20	3	2009	23:30	Portland	EEUU	Luz
	20	3	2009	23:00	San Francisco	EEUU	Luz
	20	3	2009	22:45	Dardanelle	EEUU	Luz
	20	3	2009	18:59	Newark (UK/England)	Reino Unido	Luz
	20	3	2009	17:00	Butler	EEUU	Luz
	19	3	2009	12:22	Rapid City	EEUU	Luz
	19	3	2009	1:20	Knoxville	EEUU	Luz
	18	3	2009	20:30	Eau Claire	EEUU	Luz
	18	3	2009	20:13	Webster City	EEUU	Luz
	17	3	2009	21:16	Eaton	EEUU	Luz
	16	3	2009	21:10	Dunlap	EEUU	Luz
	16	3	2009	6:15	Livingston	EEUU	Luz
	16	3	2009	1:00	Oklahoma City	EEUU	Luz
	15	3	2009	22:00	Blackheath (UK/England)	Reino Unido	Luz
	15	3	2009	20:15	Cancun (Quintana Roo) (Mexico)	México	Luz
	15	3	2009	19:53	Nassau (The Bahamas)	Bahamas	Luz
	15	3	2009	19:48	Riverside	EEUU	Luz
	15	3	2009	19:00	Nipomo	EEUU	Luz
	15	3	2009	8:23	Augusta	EEUU	Luz
	15	3	2009	5:45	Sedona	EEUU	Luz
	14	3	2009	22:30	Hesperia	EEUU	Luz
	14	3	2009	19:30	Apache Junction	EEUU	Luz
	14	3	2009	18:00	Riverside	EEUU	Luz
	14	3	2009	14:15	Boulder	EEUU	Luz
	14	3	2009	10:30	Montecito	EEUU	Luz
	13	3	2009	18:25	Northwest Baja (Mexico)	México	Luz
	12	3	2009	21:00	New York City (Staten Island)	EEUU	Luz
	12	3	2009	0:25	Amboy	EEUU	Luz
	10	3	2009	23:42	Pensacola	EEUU	Luz
	10	3	2009	11:20	Claremont	EEUU	Luz
	8	3	2009	19:30	New York City (City Island) (Queens)	EEUU	Luz
	8	3	2009	19:00	Covington	EEUU	Luz
	8	3	2009	4:10	Minneapolis	EEUU	Luz
	7	3	2009	22:15	Selinsgrove	EEUU	Luz
	7	3	2009	19:50	Hermosillo (Mexico)	México	Luz
	7	3	2009	No especificado	Sparta	EEUU	Luz
	6	3	2009	20:00	Golden Valley	EEUU	Luz
	5	3	2009	19:30	Quito	Ecuador	Luz
	4	3	2009	21:00	Stafford	Reino Unido	Luz
	4	3	2009	19:15	Tacoma	EEUU	Luz
	4	3	2009	18:00	Arcata	EEUU	Luz
	3	3	2009	20:45	Gurnee	EEUU	Luz
	3	3	2009	3:00	Cream Ridge	EEUU	Luz
	2	3	2009	20:00	Hollywood/Burbank city limit	EEUU	Luz
	2	3	2009	19:20	Surrey (Canada)	Canadá	Luz
	2	3	2009	19:15	Davie	EEUU	Luz
	2	3	2009	4:45	Crystal Lake	EEUU	Luz
	1	3	2009	21:00	Leeds (UK/England)	Reino Unido	Luz
	28	2	2009	20:00	Huntsville	EEUU	Luz
	28	2	2009	5:00	Eastsound	EEUU	Luz
	26	2	2009	21:45	Cotulla	EEUU	Luz
	26	2	2009	20:40	Denver	EEUU	Luz
	26	2	2009	19:50	Manchester	EEUU	Luz
	25	2	2009	20:25	Ridgely	EEUU	Luz
	25	2	2009	20:00	Morgan City	EEUU	Luz
	24	2	2009	18:30	New Bedfor	EEUU	Luz
	24	2	2009	5:30	Louisiana	EEUU	Luz
	23	2	2009	17:30	Anegada (The Settlement) (British Virgin Islands)	British Virgin Islands	Luz
	23	2	2009	6:20	Livonia	EEUU	Luz
	22	2	2009	23:55	College Station	EEUU	Luz
	22	2	2009	20:53	Mount Vernon	EEUU	Luz
	22	2	2009	20:50	Fort Mohave	EEUU	Luz
	22	2	2009	20:00	Rome (Italy)	Italia	Luz
	22	2	2009	19:30	Denham Springs	EEUU	Luz
	22	2	2009	19:00	Wellington	Reino Unido	Luz
	21	2	2009	23:30	Dallas	EEUU	Luz
	21	2	2009	22:15	Tucson	EEUU	Luz
	21	2	2009	21:00	Kountze	EEUU	Luz
	21	2	2009	20:00	Astoria	EEUU	Luz
	21	2	2009	5:45	Toronto (Canada)	Canadá	Luz
	21	2	2009	0:05	San Clemente	EEUU	Luz
	20	2	2009	22:00	Fairbanks	EEUU	Luz
	20	2	2009	5:10	New York City (Brooklyn)	EEUU	Luz
	19	2	2009	19:00	Stevenson Ranch	EEUU	Luz
	19	2	2009	19:00	Springfield	EEUU	Luz
	19	2	2009	3:15	Rancho Cucamonga	EEUU	Luz
	19	2	2009	0:30	Adelaide (South Australia)	Australia	Luz
	18	2	2009	21:00	Haymarket-Gainesville	EEUU	Luz
	18	2	2009	20:35	Houston	EEUU	Luz
	18	2	2009	5:56	El Segundo	EEUU	Luz
	17	2	2009	21:40	Thousand Oaks	EEUU	Luz
	17	2	2009	20:55	Madison	EEUU	Luz
	17	2	2009	20:50	Morris Plains	EEUU	Luz
	17	2	2009	20:47	Boonton Town	EEUU	Luz
	16	2	2009	20:30	Okahandja (Namibia)	Namibia	Luz
	16	2	2009	19:30	New Baltimore	EEUU	Luz
	16	2	2009	19:30	Visalia	EEUU	Luz
	16	2	2009	3:40	Overland Park	EEUU	Luz
	16	2	2009	2:00	Kent	EEUU	Luz
	15	2	2009	21:00	Spring	EEUU	Luz
	15	2	2009	19:00	Southington	EEUU	Luz
	15	2	2009	18:15	Bedford (UK/England)	Reino Unido	Luz
	15	2	2009	3:15	Bow	EEUU	Luz
	15	2	2009	1:30	Woodland	EEUU	Luz
	14	2	2009	23:35	Chicago	EEUU	Luz
	14	2	2009	23:00	Panama (in Pacific Ocean)	Pacific Ocean	Luz
	14	2	2009	18:35	Wethersfield	EEUU	Luz
	14	2	2009	16:44	Hallandale	EEUU	Luz
	14	2	2009	2:00	Stroudsburg	EEUU	Luz
	13	2	2009	22:16	Oak Hill	EEUU	Luz
	13	2	2009	22:15	Harrodsburg	EEUU	Luz
	13	2	2009	19:55	New York City (Ridgewood; Queens)	EEUU	Luz
	12	2	2009	22:00	NJ Parkway (MM 121)	EEUU	Luz
	12	2	2009	20:30	Columbia	EEUU	Luz
	12	2	2009	20:00	San Diego	EEUU	Luz
	11	2	2009	23:00	Rancho Cordova	EEUU	Luz
	11	2	2009	22:30	Kelso	EEUU	Luz
	11	2	2009	21:00	Mountain View	EEUU	Luz
	11	2	2009	21:00	Spring Hill	EEUU	Luz
	11	2	2009	14:20	Brisbane (Australia)	Australia	Luz
	10	2	2009	18:20	Edgar Springs	EEUU	Luz
	9	2	2009	6:20	Syracuse	EEUU	Luz
	8	2	2009	20:00	Hampton	EEUU	Luz
	8	2	2009	17:30	Franklin	EEUU	Luz
	7	2	2009	21:51	Leicestershire (UK/England)	Reino Unido	Luz
	7	2	2009	20:08	Parsippany	EEUU	Luz
	7	2	2009	19:30	Morton (near Norwich) (UK/England)	Reino Unido	Luz
	6	2	2009	21:00	Lincoln	EEUU	Luz
	6	2	2009	20:00	Watkins Glen	EEUU	Luz
	6	2	2009	19:30	North Bergen	EEUU	Luz
	6	2	2009	19:20	Reston	EEUU	Luz
	6	2	2009	No especificado	Newark	EEUU	Luz
	5	2	2009	22:45	New Braunfels	EEUU	Luz
	5	2	2009	21:00	Weslaco/Mcallen	EEUU	Luz
	4	2	2009	22:45	Warrington/Eden	EEUU	Luz
	4	2	2009	22:29	Chattanooga	EEUU	Luz
	4	2	2009	21:00	Ozona	EEUU	Luz
	4	2	2009	6:30	Los Angeles	EEUU	Luz
	4	2	2009	4:10	Jonesboro	EEUU	Luz
	3	2	2009	20:00	Tukwila	EEUU	Luz
	3	2	2009	19:30	South New Belrin	EEUU	Luz
	3	2	2009	19:00	Watson	EEUU	Luz
	3	2	2009	16:30	Thornton	EEUU	Luz
	2	2	2009	21:10	Schaumburg	EEUU	Luz
	2	2	2009	19:40	Carlsbad	EEUU	Luz
	2	2	2009	18:50	Brownwood	EEUU	Luz
	2	2	2009	18:45	Pleasanton	EEUU	Luz
	2	2	2009	18:35	Duarte	EEUU	Luz
	2	2	2009	18:30	Paducah	EEUU	Luz
	2	2	2009	7:30	Maryville	EEUU	Luz
	2	2	2009	5:00	Madison	EEUU	Luz
	1	2	2009	19:38	Oakland	EEUU	Luz
	31	1	2009	21:00	Wendell	EEUU	Luz
	31	1	2009	10:15	Elko	EEUU	Luz
	31	1	2009	2:30	Gladstone (near; hiway 56, mile marker 56)	EEUU	Luz
	30	1	2009	23:00	Baker	EEUU	Luz
	30	1	2009	21:00	Canton	EEUU	Luz
	30	1	2009	5:47	Mission Hills	EEUU	Luz
	29	1	2009	20:00	New Brunswick	EEUU	Luz
	29	1	2009	19:45	Eastland	EEUU	Luz
	28	1	2009	23:07	Wayne	EEUU	Luz
	28	1	2009	23:00	Averill Park	EEUU	Luz
	28	1	2009	20:00	Nassau	EEUU	Luz
	28	1	2009	18:00	Nampa	EEUU	Luz
	28	1	2009	17:45	Seal Beach	EEUU	Luz
	28	1	2009	9:30	Silsbee	EEUU	Luz
	28	1	2009	2:45	Toronto (Canada)	Canadá	Luz
	27	1	2009	19:00	Minneapolis	EEUU	Luz
	26	1	2009	20:30	Lake Hopatcong	EEUU	Luz
	26	1	2009	20:30	Jaipur (India)	India	Luz
	26	1	2009	12:15	Santa Ana	EEUU	Luz
	25	1	2009	19:00	Bristol (UK/England)	Reino Unido	Luz
	25	1	2009	8:45	Mesa	EEUU	Luz
	25	1	2009	8:00	Canton	EEUU	Luz
	24	1	2009	21:50	Mass City	EEUU	Luz
	24	1	2009	21:00	Pipe Creek	EEUU	Luz
	24	1	2009	21:00	Kingston (Canada)	Canadá	Luz
	24	1	2009	20:00	Sycamore	EEUU	Luz
	23	1	2009	23:30	Kenner	EEUU	Luz
	23	1	2009	21:00	Surrey (Canada)	Canadá	Luz
	23	1	2009	21:00	San Antonio	EEUU	Luz
	23	1	2009	20:45	Kaufman County	EEUU	Luz
	23	1	2009	19:45	Eastsound	EEUU	Luz
	23	1	2009	9:00	Springfield	EEUU	Luz
	23	1	2009	1:30	Sterling Heights	EEUU	Luz
	22	1	2009	21:04	Byhaila	EEUU	Luz
	22	1	2009	19:10	Ocean Springs	EEUU	Luz
	21	1	2009	21:50	Boston, Lincolnshire (UK/England)	Reino Unido	Luz
	21	1	2009	18:57	St. Louis Park	EEUU	Luz
	21	1	2009	18:45	Merton	EEUU	Luz
	20	1	2009	22:00	Spring Hill	EEUU	Luz
	20	1	2009	20:00	Lake Geneva	EEUU	Luz
	19	1	2009	23:00	Arp	EEUU	Luz
	19	1	2009	4:00	Gosford (Australia)	Australia	Luz
	19	1	2009	2:40	Riverview	EEUU	Luz
	18	1	2009	23:40	Auckland (New Zealand)	New Zealand	Luz
	18	1	2009	20:00	Bay City	EEUU	Luz
	18	1	2009	19:35	Birmingham (UK/England)	Reino Unido	Luz
	18	1	2009	19:00	San Francisco	EEUU	Luz
	18	1	2009	17:30	Manhattan Beach	EEUU	Luz
	17	1	2009	20:05	Orlando	EEUU	Luz
	17	1	2009	4:30	Moraga	EEUU	Luz
	16	1	2009	23:25	San Diego	EEUU	Luz
	16	1	2009	19:30	Atlanta	EEUU	Luz
	16	1	2009	18:30	Buffalo	EEUU	Luz
	16	1	2009	18:30	Clarkston	EEUU	Luz
	16	1	2009	18:30	San Francisco	EEUU	Luz
	16	1	2009	18:25	Yuma	EEUU	Luz
	16	1	2009	16:10	Tucson	EEUU	Luz
	16	1	2009	0:00	Reston	EEUU	Luz
	16	1	2009	No especificado	Spring Valley	EEUU	Luz
	15	1	2009	21:00	Commack	EEUU	Luz
	15	1	2009	20:00	New Paltz	EEUU	Luz
	15	1	2009	20:00	Olathe / Lenexa / Lawrence	EEUU	Luz
	15	1	2009	18:15	Birmingham	EEUU	Luz
	14	1	2009	23:15	Grand Blanc	EEUU	Luz
	14	1	2009	23:00	Prospect	EEUU	Luz
	14	1	2009	21:15	Leesburg	EEUU	Luz
	14	1	2009	19:30	Portland	EEUU	Luz
	14	1	2009	19:00	Eatonville	EEUU	Luz
	13	1	2009	21:00	Gable	EEUU	Luz
	13	1	2009	19:12	Peru	EEUU	Luz
	13	1	2009	1:45	Kendall	EEUU	Luz
	13	1	2009	1:20	Kendall	EEUU	Luz
	12	1	2009	20:02	Muncey (Canada)	Canadá	Luz
	12	1	2009	18:30	Bridgeville	EEUU	Luz
	12	1	2009	10:00	Arden	EEUU	Luz
	12	1	2009	6:23	Miramar	EEUU	Luz
	12	1	2009	3:27	Anderson	EEUU	Luz
	11	1	2009	20:45	Haiku	EEUU	Luz
	11	1	2009	20:30	Kelowna (Canada)	Canadá	Luz
	11	1	2009	20:30	Christmas Valley	EEUU	Luz
	10	1	2009	19:30	Ray City	EEUU	Luz
	10	1	2009	18:30	Marysville	EEUU	Luz
	10	1	2009	18:10	Bountiful	EEUU	Luz
	10	1	2009	17:30	Folsom	EEUU	Luz
	10	1	2009	10:19	Rancho Cucamonga	EEUU	Luz
	10	1	2009	0:30	Snyder	EEUU	Luz
	9	1	2009	22:00	Glendale	EEUU	Luz
	9	1	2009	21:30	Portland	EEUU	Luz
	9	1	2009	19:52	Portsmouth (UK/England)	Reino Unido	Luz
	9	1	2009	9:15	Palm Beach	EEUU	Luz
	9	1	2009	4:50	Los Angeles	EEUU	Luz
	8	1	2009	20:10	Lincolnton	EEUU	Luz
	8	1	2009	17:00	Oshkosh	EEUU	Luz
	8	1	2009	9:30	Rancho Cucamonga	EEUU	Luz
	8	1	2009	5:45	Boston, Lincolnshire (UK/England)	Reino Unido	Luz
	7	1	2009	20:23	Collinsville	EEUU	Luz
	7	1	2009	19:50	Fillmore	EEUU	Luz
	7	1	2009	19:00	Dunnellon	EEUU	Luz
	7	1	2009	10:15	Rancho Cucamonga	EEUU	Luz
	7	1	2009	5:30	Hooks	EEUU	Luz
	6	1	2009	19:45	Palmdale	EEUU	Luz
	6	1	2009	10:15	Rancho Cucamonga	EEUU	Luz
	6	1	2009	6:34	Madison Heights	EEUU	Luz
	5	1	2009	18:50	Hartsville	EEUU	Luz
	5	1	2009	18:00	Tinley Park	EEUU	Luz
	5	1	2009	0:00	Viby Sjealland (Denmark)	Denmark	Luz
	4	1	2009	22:00	Manto	EEUU	Luz
	4	1	2009	6:50	Yankee Hill	EEUU	Luz
	3	1	2009	19:00	Benton	EEUU	Luz
	3	1	2009	19:00	Gainesville	EEUU	Luz
	2	1	2009	21:22	Davie	EEUU	Luz
	2	1	2009	19:30	St. Paul	EEUU	Luz
	1	1	2009	23:00	Campbellsville	EEUU	Luz
	1	1	2009	22:00	Riverside	EEUU	Luz
	1	1	2009	20:53	Hartsville	EEUU	Luz
	1	1	2009	0:20	San Diego	EEUU	Luz
	1	1	2009	0:15	Ramstein (Germany)	Alemania	Luz
	1	1	2009	0:15	Thunder Bay (Canada)	Canadá	Luz
	1	1	2009	0:05	Cardiff (UK/Wales)	Reino Unido	Luz
	1	1	2009	0:01	Spring Valley	EEUU	Luz
  							
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
	31	12	2008	23:55	Katy	EEUU	Luz
	31	12	2008	22:00	London (UK/England)	Reino Unido	Luz
	31	12	2008	20:15	Spring	EEUU	Luz
	31	12	2008	16:30	Louisville	EEUU	Luz
	31	12	2008	6:00	Poyntzpass (Northern Ireland)	Northern Ireland	Luz
	31	12	2008	5:50	Los Angeles	EEUU	Luz
	30	12	2008	21:00	Black Mountain	EEUU	Luz
	30	12	2008	17:45	Littlehampton (UK/England)	Reino Unido	Luz
	29	12	2008	18:40	Northport	EEUU	Luz
	29	12	2008	1:15	Pinehurst	EEUU	Luz
	28	12	2008	23:30	Des Moines	EEUU	Luz
	28	12	2008	21:30	Snohomish	EEUU	Luz
	28	12	2008	1:00	Iron Mountain	EEUU	Luz
	27	12	2008	22:30	Ashville	EEUU	Luz
	27	12	2008	19:30	Newberry	EEUU	Luz
	25	12	2008	20:45	South Burlington	EEUU	Luz
	25	12	2008	20:00	St. Andrews (UK/Scotland)	Reino Unido	Luz
	25	12	2008	18:15	London (UK/England)	Reino Unido	Luz
	24	12	2008	17:45	Oklahoma City	EEUU	Luz
	23	12	2008	18:30	Vallejo/Napa	EEUU	Luz
	22	12	2008	21:00	White City	EEUU	Luz
	22	12	2008	20:30	Kona	EEUU	Luz
	22	12	2008	18:45	Huntington Beach	EEUU	Luz
	22	12	2008	18:07	Mablethorpe (UK/England)	Reino Unido	Luz
	20	12	2008	19:40	Cedar Park	EEUU	Luz
	19	12	2008	6:25	Heber Springs	EEUU	Luz
	18	12	2008	16:55	Stuart	EEUU	Luz
	18	12	2008	8:10	Tucson	EEUU	Luz
	17	12	2008	23:00	Stamford	EEUU	Luz
	17	12	2008	16:40	Lowestoft (UK/England)	Reino Unido	Luz
	16	12	2008	21:00	Gilmer	EEUU	Luz
	16	12	2008	18:45	Bellevue	EEUU	Luz
	15	12	2008	22:00	Windsor	EEUU	Luz
	14	12	2008	18:03	Lexington	EEUU	Luz
	14	12	2008	5:00	Las Vegas	EEUU	Luz
	14	12	2008	2:00	Anniston	EEUU	Luz
	14	12	2008	1:38	Orem	EEUU	Luz
	13	12	2008	23:50	Sherman Oaks	EEUU	Luz
	13	12	2008	23:30	Los Angeles	EEUU	Luz
	13	12	2008	23:15	San Francisco	EEUU	Luz
	13	12	2008	20:30	Placentia	EEUU	Luz
	13	12	2008	18:00	Spokane	EEUU	Luz
	12	12	2008	23:30	Huntington Beach	EEUU	Luz
	12	12	2008	18:40	Surfside Beach	EEUU	Luz
	12	12	2008	1:00	Stockton	EEUU	Luz
	12	12	2008	No especificado	Mexico-Edmonton (In flight)	México	Luz
	10	12	2008	18:01	Morehead	EEUU	Luz
	9	12	2008	20:48	Kolkata (India)	India	Luz
	9	12	2008	6:42	Kensington/Olney	EEUU	Luz
	9	12	2008	5:35	Los Angeles	EEUU	Luz
	8	12	2008	0:00	Baltimore	EEUU	Luz
	7	12	2008	20:55	San Diego	EEUU	Luz
	7	12	2008	18:37	Mount Vernon	EEUU	Luz
	7	12	2008	1:00	Edmonton (Canada)	Canadá	Luz
	6	12	2008	23:32	Truckee (near Donner Lake)	EEUU	Luz
	6	12	2008	22:00	Dallas	EEUU	Luz
	6	12	2008	22:00	Los Angeles	EEUU	Luz
	6	12	2008	18:45	Hendersonville	EEUU	Luz
	6	12	2008	3:15	Huntington Beach	EEUU	Luz
	5	12	2008	23:00	Austin	EEUU	Luz
	4	12	2008	21:30	Cheektowaga	EEUU	Luz
	3	12	2008	23:30	Treherne (Canada)	Canadá	Luz
	3	12	2008	19:00	Neville Island	EEUU	Luz
	2	12	2008	21:15	Huntington Beach	EEUU	Luz
	2	12	2008	19:40	Tracy	EEUU	Luz
	2	12	2008	19:00	Plainfield	EEUU	Luz
	1	12	2008	21:40	Fort Myers	EEUU	Luz
	1	12	2008	7:15	Pine City	EEUU	Luz
	1	12	2008	6:00	San Marcos	EEUU	Luz
	1	12	2008	0:15	Fort Smith	EEUU	Luz
	30	11	2008	20:15	Galveston	EEUU	Luz
	30	11	2008	15:00	Hollywood	EEUU	Luz
	30	11	2008	13:00	Pounding Mill	EEUU	Luz
	29	11	2008	23:00	Ashville	EEUU	Luz
	29	11	2008	20:00	Vernon	EEUU	Luz
	29	11	2008	0:30	Wausau	EEUU	Luz
	28	11	2008	18:30	Huntington	EEUU	Luz
	28	11	2008	18:30	Hobbs	EEUU	Luz
	28	11	2008	18:00	Elk Grove Village	EEUU	Luz
	28	11	2008	17:00	Huntington	EEUU	Luz
	27	11	2008	20:30	San Diego	EEUU	Luz
	27	11	2008	20:00	Mount Holly	EEUU	Luz
	27	11	2008	19:30	Carson	EEUU	Luz
	27	11	2008	19:05	Clovis	EEUU	Luz
	27	11	2008	18:30	McKinney	EEUU	Luz
	27	11	2008	18:20	Bethlehem	EEUU	Luz
	27	11	2008	10:30	Ardmore	EEUU	Luz
	27	11	2008	5:23	Chicago	EEUU	Luz
	27	11	2008	3:00	Terlingua	EEUU	Luz
	26	11	2008	23:23	Mauk	EEUU	Luz
	26	11	2008	22:30	Marietta	EEUU	Luz
	26	11	2008	15:30	I-355 and 159th st	EEUU	Luz
	26	11	2008	0:05	Great Falls	EEUU	Luz
	25	11	2008	22:00	Harborton	EEUU	Luz
	25	11	2008	20:00	Petrinja (Croatia)	Croacia	Luz
	25	11	2008	19:00	West Jefferson	EEUU	Luz
	25	11	2008	18:30	New Hampton	EEUU	Luz
	25	11	2008	18:08	Orland Park	EEUU	Luz
	24	11	2008	19:46	Dallas	EEUU	Luz
	24	11	2008	19:00	Phenix City & Columbus,Ga	EEUU	Luz
	24	11	2008	16:14	Denver	EEUU	Luz
